Battleground,Faction,Class,KB,D,HK,DD,HD,Win,Rol
Satrnd of the ancients,Alliance,Warrior,1,5,31,44539,27531,0,dps
Satrnd of the ancients,Horde,Paladin,1,2,30,9302,128000,1,heal
Satrnd of the ancients,Alliance,Monk,2,0,38,6712,140000,0,heal
Satrnd of the ancients,Alliance,Shaman,2,3,24,12549,3227,0,dps
Satrnd of the ancients,Alliance,Hunter,2,0,5,17682,376,0,dps
Satrnd of the ancients,Horde,Shaman,1,2,33,44022,12723,1,dps
Satrnd of the ancients,Alliance,Mage,3,3,35,107000,4168,0,dps
Satrnd of the ancients,Horde,Shaman,2,3,20,52338,23003,1,dps
Satrnd of the ancients,Alliance,Rogue,6,1,36,43844,14130,0,dps
Satrnd of the ancients,Horde,Druid,4,4,31,61434,6308,1,dps
Satrnd of the ancients,Horde,Shaman,2,8,23,69811,18597,1,dps
Satrnd of the ancients,Horde,Monk,3,4,29,63178,26239,1,dps
Satrnd of the ancients,Horde,Hunter,11,2,31,118000,13350,1,dps
Satrnd of the ancients,Horde,Druid,0,3,32,3493,79902,1,heal
Satrnd of the ancients,Alliance,Druid,0,4,26,9235,126000,0,heal
Satrnd of the ancients,Alliance,Warlock,2,1,32,38235,18496,0,dps
Satrnd of the ancients,Alliance,Hunter,4,5,27,77704,9750,0,dps
Satrnd of the ancients,Horde,Druid,0,2,46,6421,190000,1,heal
Satrnd of the ancients,Alliance,Paladin,0,3,27,36682,5253,0,dps
Satrnd of the ancients,Horde,Warlock,1,3,30,73297,36014,1,dps
Satrnd of the ancients,Alliance,Paladin,5,5,27,110000,27003,0,dps
Satrnd of the ancients,Horde,Hunter,7,1,48,188000,8090,1,dps
Satrnd of the ancients,Alliance,Shaman,0,3,27,6350,76122,0,heal
Satrnd of the ancients,Alliance,Warrior,1,3,26,62372,2670,0,dps
Satrnd of the ancients,Horde,Shaman,0,5,44,16222,95175,1,heal
Satrnd of the ancients,Alliance,Monk,0,3,29,2543,106000,0,heal
Satrnd of the ancients,Alliance,Warrior,0,4,28,45501,4113,0,dps
Satrnd of the ancients,Horde,Warrior,4,2,47,71075,10608,1,dps
Satrnd of the ancients,Alliance,Death Knight,0,2,17,51236,82487,0,dps
Satrnd of the ancients,Alliance,Paladin,6,3,32,118000,11454,0,dps
Satrnd of the ancients,Alliance,Mage,0,5,31,40404,7692,0,dps
Satrnd of the ancients,Horde,Druid,1,1,39,32401,1799,1,dps
Satrnd of the ancients,Alliance,Hunter,4,6,26,47278,11343,0,dps
Satrnd of the ancients,Horde,Druid,0,1,45,4553,126000,1,heal
Satrnd of the ancients,Horde,Demon Hunter,5,3,44,86857,9856,1,dps
Satrnd of the ancients,Horde,Warlock,8,2,49,117000,33117,1,dps
Satrnd of the ancients,Horde,Warrior,5,3,45,42009,2902,1,dps
Satrnd of the ancients,Alliance,Warrior,6,4,32,150000,44955,0,dps
Satrnd of the ancients,Alliance,Warlock,5,1,29,89119,21084,0,dps
Satrnd of the ancients,Horde,Warlock,3,4,37,29734,20677,1,dps
Satrnd of the ancients,Horde,Warrior,8,4,45,107000,18273,1,dps
Satrnd of the ancients,Horde,Warlock,5,0,47,77736,22259,1,dps
Battle for Gilneas,Alliance,Druid,0,2,0,10074,4816,0,dps
Battle for Gilneas,Alliance,Warrior,4,5,15,71185,11257,0,dps
Battle for Gilneas,Horde,Death Knight,2,2,19,38517,12019,1,dps
Battle for Gilneas,Alliance,Shaman,2,9,11,44722,15998,0,dps
Battle for Gilneas,Horde,Priest,8,3,42,73371,23049,1,dps
Battle for Gilneas,Horde,Shaman,3,4,37,49117,12173,1,dps
Battle for Gilneas,Alliance,Paladin,4,5,16,75507,26308,0,dps
Battle for Gilneas,Horde,Shaman,1,0,41,11125,93108,1,heal
Battle for Gilneas,Horde,Priest,0,1,39,34919,180000,1,heal
Battle for Gilneas,Horde,Mage,3,2,44,51810,9167,1,dps
Battle for Gilneas,Alliance,Hunter,0,3,17,59493,7407,0,dps
Battle for Gilneas,Alliance,Hunter,1,4,17,53529,9402,0,dps
Battle for Gilneas,Alliance,Paladin,2,3,18,10837,99339,0,heal
Battle for Gilneas,Horde,Mage,5,1,43,55292,14003,1,dps
Battle for Gilneas,Horde,Shaman,1,3,39,47545,20358,1,dps
Battle for Gilneas,Horde,Rogue,12,1,44,74339,11455,1,dps
Battle for Gilneas,Horde,Priest,7,1,37,63264,14994,1,dps
Battle for Gilneas,Alliance,Druid,2,3,18,65380,8580,0,dps
Battle for Gilneas,Alliance,Rogue,2,9,13,57711,10011,0,dps
Silvershard mines,Alliance,Warrior,7,0,28,62049,5084,0,dps
Silvershard mines,Horde,Priest,0,4,25,20541,34936,1,heal
Silvershard mines,Alliance,Priest,0,1,30,26040,139000,0,heal
Silvershard mines,Alliance,Hunter,1,7,18,35973,13605,0,dps
Silvershard mines,Horde,Shaman,0,5,25,8524,50325,1,heal
Silvershard mines,Alliance,Rogue,7,2,27,56005,6760,0,dps
Silvershard mines,Alliance,Mage,2,3,26,77019,20339,0,dps
Silvershard mines,Horde,Rogue,3,6,22,53265,4637,1,dps
Silvershard mines,Horde,Demon Hunter,5,2,24,51010,2176,1,dps
Silvershard mines,Alliance,Death Knight,1,5,19,28508,71025,0,dps
Silvershard mines,Horde,Druid,2,3,28,62414,3183,1,dps
Silvershard mines,Alliance,Mage,1,1,25,34504,16971,0,dps
Silvershard mines,Horde,Monk,0,1,28,6564,113000,1,heal
Silvershard mines,Alliance,Priest,2,2,27,4183,79406,0,heal
Silvershard mines,Horde,Druid,3,3,26,71599,10320,1,dps
Silvershard mines,Alliance,Warrior,3,6,23,38107,3818,0,dps
Silvershard mines,Horde,Rogue,1,2,22,27340,2257,1,dps
Silvershard mines,Alliance,Rogue,6,1,28,58897,7859,0,dps
Silvershard mines,Horde,Rogue,0,3,20,28182,2507,1,dps
Silvershard mines,Horde,Priest,6,1,28,161000,29382,1,dps
Silvershard mines,Alliance,Monk,0,6,2,3006,59675,0,heal
Silvershard mines,Horde,Hunter,2,1,33,18152,3181,1,dps
Silvershard mines,Horde,Priest,0,1,33,4486,70555,1,heal
Silvershard mines,Horde,Shaman,2,0,38,15017,78285,1,heal
Silvershard mines,Horde,Rogue,9,0,38,44634,829,1,dps
Silvershard mines,Alliance,Hunter,0,5,3,37600,6083,0,dps
Silvershard mines,Horde,Paladin,4,0,38,54113,17632,1,dps
Silvershard mines,Alliance,Paladin,1,7,2,2226,2014,0,dps
Silvershard mines,Alliance,Hunter,1,7,2,42630,8940,0,dps
Silvershard mines,Alliance,Hunter,0,5,2,53756,8635,0,dps
Silvershard mines,Alliance,Mage,0,6,2,29502,15345,0,dps
Silvershard mines,Horde,Warlock,4,0,36,39326,14253,1,dps
Silvershard mines,Alliance,Paladin,0,2,3,4929,21014,0,heal
Silvershard mines,Horde,Mage,4,1,39,52249,8475,1,dps
Silvershard mines,Horde,Demon Hunter,8,0,36,79997,14178,1,dps
Silvershard mines,Alliance,Hunter,1,0,3,19343,6967,0,dps
Silvershard mines,Horde,Shaman,4,0,35,38874,9407,1,dps
Silvershard mines,Alliance,Demon Hunter,1,0,3,16103,20932,0,dps
Silvershard mines,Horde,Paladin,0,0,32,10689,6333,1,dps
Silvershard mines,Alliance,Mage,0,1,3,4043,0,0,dps
Twin peaks,Horde,Paladin,11,3,38,60589,29728,1,dps
Twin peaks,Alliance,Hunter,3,7,22,37892,14136,0,dps
Twin peaks,Horde,Paladin,3,3,29,52299,20458,1,dps
Twin peaks,Horde,Priest,5,3,24,25578,97152,1,heal
Twin peaks,Horde,Mage,3,6,28,41167,16543,1,dps
Twin peaks,Horde,Priest,4,2,33,69036,7661,1,dps
Twin peaks,Horde,Shaman,0,3,27,13551,83287,1,heal
Twin peaks,Horde,Druid,6,3,35,54651,14063,1,dps
Twin peaks,Horde,Rogue,4,4,26,47028,1792,1,dps
Twin peaks,Alliance,Death Knight,7,3,31,88260,26169,0,dps
Twin peaks,Alliance,Demon Hunter,8,3,26,64300,6495,0,dps
Twin peaks,Alliance,Demon Hunter,2,6,24,67914,7705,0,dps
Twin peaks,Alliance,Demon Hunter,2,7,22,73619,6761,0,dps
Twin peaks,Horde,Druid,3,1,28,28247,5040,1,dps
Twin peaks,Alliance,Shaman,0,3,25,6022,64603,0,heal
Twin peaks,Horde,Warrior,8,8,27,88575,11014,1,dps
Twin peaks,Alliance,Druid,3,4,16,26248,0,0,dps
Twin peaks,Alliance,Rogue,7,3,30,65592,10581,0,dps
Twin peaks,Alliance,Hunter,2,7,26,32478,6614,0,dps
Twin peaks,Alliance,Monk,0,4,19,671,68021,0,heal
Warsong gulch,Alliance,Druid,1,1,32,75407,3350,0,dps
Warsong gulch,Alliance,Demon Hunter,12,1,41,122000,9439,0,dps
Warsong gulch,Horde,Paladin,0,2,4,436,25396,1,heal
Warsong gulch,Alliance,Hunter,5,1,40,78722,0,0,dps
Warsong gulch,Alliance,Shaman,1,0,40,17302,145000,0,heal
Warsong gulch,Alliance,Rogue,4,0,40,45394,7143,0,dps
Warsong gulch,Horde,Shaman,0,5,9,8642,59087,1,heal
Warsong gulch,Alliance,Warlock,0,4,28,15033,14354,0,dps
Warsong gulch,Alliance,Demon Hunter,5,1,35,87797,4193,0,dps
Warsong gulch,Horde,Warrior,3,5,9,78488,12640,1,dps
Warsong gulch,Horde,Demon Hunter,3,4,10,46920,10159,1,dps
Warsong gulch,Alliance,Hunter,4,2,29,56994,7839,0,dps
Warsong gulch,Horde,Shaman,0,2,8,70448,12826,1,dps
Warsong gulch,Horde,Priest,1,6,8,6956,113000,1,heal
Warsong gulch,Horde,Priest,3,3,10,30447,19588,1,dps
Warsong gulch,Horde,Warrior,3,5,8,71391,7063,1,dps
Warsong gulch,Horde,Shaman,1,6,8,39354,18043,1,dps
Warsong gulch,Horde,Shaman,0,2,8,2104,88411,1,heal
Warsong gulch,Alliance,Monk,0,0,38,842,54608,0,heal
Warsong gulch,Alliance,Paladin,6,3,26,68877,19716,0,dps
Temple of Kotmogu,Alliance,Hunter,0,0,3,8519,7349,0,dps
Temple of Kotmogu,Horde,Demon Hunter,1,0,26,23318,1301,1,dps
Temple of Kotmogu,Alliance,Druid,0,2,3,12462,7766,0,dps
Temple of Kotmogu,Alliance,Hunter,0,3,1,59714,4953,0,dps
Temple of Kotmogu,Horde,Priest,1,0,26,6914,98271,1,heal
Temple of Kotmogu,Horde,Death Knight,5,0,26,39247,8481,1,dps
Temple of Kotmogu,Horde,Shaman,0,1,24,2350,35636,1,heal
Temple of Kotmogu,Horde,Warlock,1,0,26,16071,1684,1,dps
Temple of Kotmogu,Alliance,Rogue,0,4,2,36982,3574,0,dps
Temple of Kotmogu,Horde,Paladin,4,0,26,27810,5621,1,dps
Temple of Kotmogu,Alliance,Warrior,0,3,1,11540,1653,0,dps
Temple of Kotmogu,Alliance,Mage,1,3,2,16299,6069,0,dps
Temple of Kotmogu,Horde,Rogue,1,1,25,13529,4761,1,dps
Temple of Kotmogu,Horde,Mage,7,0,26,22797,5377,1,dps
Temple of Kotmogu,Alliance,Priest,0,3,2,4152,11838,0,heal
Temple of Kotmogu,Horde,Warrior,3,0,26,28089,3314,1,dps
Temple of Kotmogu,Alliance,Demon Hunter,1,4,3,29015,3672,0,dps
Temple of Kotmogu,Alliance,Rogue,0,3,1,21828,9299,0,dps
Temple of Kotmogu,Horde,Death Knight,3,1,24,14902,25871,1,dps
Temple of Kotmogu,Alliance,Druid,1,5,34,579,131000,0,heal
Temple of Kotmogu,Alliance,Warlock,0,7,35,28988,21865,0,dps
Temple of Kotmogu,Alliance,Death Knight,7,5,38,140000,23607,0,dps
Temple of Kotmogu,Horde,Demon Hunter,4,2,46,71962,19836,1,dps
Temple of Kotmogu,Alliance,Hunter,6,6,37,101000,5765,0,dps
Temple of Kotmogu,Horde,Monk,0,3,47,0,176000,1,heal
Temple of Kotmogu,Horde,Rogue,9,2,49,78323,23932,1,dps
Temple of Kotmogu,Horde,Shaman,7,5,40,99117,7920,1,dps
Temple of Kotmogu,Horde,Warrior,10,4,49,89436,16007,1,dps
Temple of Kotmogu,Alliance,Mage,5,8,35,94137,36356,0,dps
Temple of Kotmogu,Horde,Shaman,1,5,48,10297,96458,1,heal
Temple of Kotmogu,Horde,Paladin,4,4,44,44358,41300,1,dps
Temple of Kotmogu,Horde,Demon Hunter,3,4,42,41994,2633,1,dps
Temple of Kotmogu,Alliance,Warrior,11,4,36,68310,13563,0,dps
Temple of Kotmogu,Alliance,Druid,0,1,40,1003,77531,0,heal
Temple of Kotmogu,Horde,Hunter,6,7,45,82401,3816,1,dps
Temple of Kotmogu,Alliance,Hunter,4,4,37,56062,6574,0,dps
Temple of Kotmogu,Alliance,Hunter,2,5,33,73636,8484,0,dps
Temple of Kotmogu,Alliance,Rogue,5,5,37,41053,7480,0,dps
Temple of Kotmogu,Horde,Warrior,6,5,41,58584,10628,1,dps
Temple of Kotmogu,Alliance,Death Knight,2,4,32,42662,8678,0,dps
Temple of Kotmogu,Alliance,Mage,0,4,39,10955,2449,0,dps
Temple of Kotmogu,Horde,Warlock,6,2,33,82344,24761,1,dps
Temple of Kotmogu,Horde,Warrior,8,6,25,86048,9333,1,dps
Temple of Kotmogu,Alliance,Monk,6,4,41,89222,18639,0,dps
Temple of Kotmogu,Alliance,Mage,7,0,42,65391,8774,0,dps
Temple of Kotmogu,Alliance,Paladin,4,4,38,81646,14746,0,dps
Temple of Kotmogu,Alliance,Mage,6,4,35,81291,30027,0,dps
Temple of Kotmogu,Horde,Shaman,0,5,33,13630,129000,1,heal
Temple of Kotmogu,Alliance,Monk,0,3,40,2104,173000,0,heal
Temple of Kotmogu,Alliance,Demon Hunter,11,3,42,140000,24964,0,dps
Temple of Kotmogu,Horde,Druid,2,5,32,27410,25661,1,dps
Temple of Kotmogu,Alliance,Demon Hunter,3,4,35,47434,6110,0,dps
Temple of Kotmogu,Horde,Rogue,0,6,27,35088,3370,1,dps
Temple of Kotmogu,Horde,Mage,3,5,31,61415,19862,1,dps
Temple of Kotmogu,Horde,Hunter,4,5,29,44696,7467,1,dps
Temple of Kotmogu,Horde,Paladin,6,2,30,130000,31887,1,dps
Temple of Kotmogu,Alliance,Shaman,1,3,40,3787,81047,0,heal
Temple of Kotmogu,Horde,Mage,4,3,30,76612,10672,1,dps
Temple of Kotmogu,Horde,Druid,0,4,30,147,110000,1,heal
Temple of Kotmogu,Alliance,Druid,0,2,17,3014,80452,0,heal
Temple of Kotmogu,Horde,Druid,8,1,32,107000,1044,1,dps
Temple of Kotmogu,Alliance,Warlock,2,5,13,43744,18637,0,dps
Temple of Kotmogu,Horde,Warrior,7,1,30,53753,11686,1,dps
Temple of Kotmogu,Horde,Demon Hunter,2,3,30,43392,11974,1,dps
Temple of Kotmogu,Alliance,Hunter,4,5,17,64628,6708,0,dps
Temple of Kotmogu,Alliance,Shaman,0,3,14,8494,82772,0,heal
Temple of Kotmogu,Alliance,Demon Hunter,2,3,17,62322,5202,0,dps
Temple of Kotmogu,Horde,Shaman,1,3,25,11395,84427,1,heal
Temple of Kotmogu,Horde,Priest,0,2,32,0,160000,1,heal
Temple of Kotmogu,Alliance,Priest,0,4,19,18455,111000,0,heal
Temple of Kotmogu,Horde,Mage,2,1,30,52389,3678,1,dps
Temple of Kotmogu,Horde,Warlock,4,1,33,80137,28552,1,dps
Temple of Kotmogu,Alliance,Shaman,5,3,17,95019,14874,0,dps
Temple of Kotmogu,Horde,Warrior,2,4,24,43722,1994,1,dps
Temple of Kotmogu,Alliance,Paladin,1,3,18,68113,9642,0,dps
Temple of Kotmogu,Horde,Death Knight,5,2,33,75589,31472,1,dps
Temple of Kotmogu,Horde,Mage,1,2,31,52493,7418,1,dps
Temple of Kotmogu,Alliance,Demon Hunter,2,1,18,46257,18557,0,dps
Temple of Kotmogu,Alliance,Rogue,4,3,19,42048,15587,0,dps
Temple of Kotmogu,Alliance,Paladin,1,1,9,530,24974,0,heal
Temple of Kotmogu,Alliance,Paladin,0,1,10,12796,5987,0,dps
Temple of Kotmogu,Horde,Paladin,0,3,48,2934,157000,1,heal
Temple of Kotmogu,Horde,Warlock,10,3,46,83174,23858,1,dps
Temple of Kotmogu,Horde,Warrior,9,5,39,49415,5452,1,dps
Temple of Kotmogu,Horde,Druid,2,4,46,30242,4069,1,dps
Temple of Kotmogu,Alliance,Rogue,4,1,14,36795,2088,0,dps
Temple of Kotmogu,Horde,Warrior,10,4,47,48192,14157,1,dps
Temple of Kotmogu,Alliance,Paladin,4,7,30,65098,26829,0,dps
Temple of Kotmogu,Horde,Druid,5,3,45,40686,20344,1,dps
Temple of Kotmogu,Alliance,Hunter,5,4,27,125000,12438,0,dps
Temple of Kotmogu,Horde,Shaman,0,4,45,17235,130000,1,heal
Temple of Kotmogu,Alliance,Druid,2,6,26,64656,12513,0,dps
Temple of Kotmogu,Alliance,Hunter,2,7,24,36981,10817,0,dps
Temple of Kotmogu,Horde,Warlock,8,2,45,73862,15394,1,dps
Temple of Kotmogu,Horde,Monk,1,2,27,9347,2770,1,dps
Temple of Kotmogu,Alliance,Shaman,0,4,23,3754,24783,0,heal
Temple of Kotmogu,Alliance,Druid,7,7,27,63084,7388,0,dps
Temple of Kotmogu,Horde,Mage,5,0,51,42275,10795,1,dps
Battle for Gilneas,Alliance,Warlock,9,3,18,92912,22203,1,dps
Battle for Gilneas,Horde,Warrior,8,2,26,54009,6304,0,dps
Battle for Gilneas,Alliance,Druid,1,1,14,1464,149000,1,heal
Battle for Gilneas,Alliance,Demon Hunter,1,3,15,85182,13961,1,dps
Battle for Gilneas,Horde,Warlock,3,2,29,81150,49207,0,dps
Battle for Gilneas,Alliance,Monk,0,1,16,6874,66161,1,heal
Battle for Gilneas,Horde,Rogue,2,1,24,95626,2923,0,dps
Battle for Gilneas,Horde,Druid,3,4,22,65587,10163,0,dps
Battle for Gilneas,Alliance,Mage,3,5,13,55314,14836,1,dps
Battle for Gilneas,Alliance,Demon Hunter,3,4,15,68559,41916,1,dps
Battle for Gilneas,Horde,Shaman,0,2,25,13709,107000,0,heal
Battle for Gilneas,Horde,Death Knight,0,3,17,26724,23131,0,dps
Battle for Gilneas,Alliance,Priest,1,3,4,13538,3520,1,dps
Battle for Gilneas,Alliance,Priest,0,2,16,3286,75885,1,heal
Battle for Gilneas,Horde,Druid,2,1,21,38719,21763,0,dps
Battle for Gilneas,Alliance,Monk,1,2,15,37484,20293,1,dps
Battle for Gilneas,Alliance,Mage,0,5,13,27179,12156,1,dps
Battle for Gilneas,Horde,Death Knight,5,3,15,47421,20308,0,dps
Battle for Gilneas,Horde,Death Knight,8,2,26,117000,16546,0,dps
Battle for Gilneas,Horde,Rogue,0,2,23,34046,23907,0,dps
Warsong gulch,Alliance,Shaman,1,8,18,23832,3299,0,dps
Warsong gulch,Horde,Warrior,10,2,58,49147,4812,1,dps
Warsong gulch,Horde,Death Knight,8,2,59,72011,31079,1,dps
Warsong gulch,Alliance,Warrior,2,7,16,51305,9969,0,dps
Warsong gulch,Horde,Demon Hunter,6,4,61,99829,11649,1,dps
Warsong gulch,Alliance,Warrior,0,0,1,4518,286,0,dps
Warsong gulch,Alliance,Warrior,3,8,20,68925,16263,0,dps
Warsong gulch,Horde,Paladin,12,2,61,103000,38653,1,dps
Warsong gulch,Horde,Demon Hunter,1,3,55,64733,8266,1,dps
Warsong gulch,Horde,Shaman,1,2,59,13751,116000,1,heal
Warsong gulch,Alliance,Monk,0,6,17,1562,111000,0,heal
Warsong gulch,Alliance,Mage,0,8,13,42564,31270,0,dps
Warsong gulch,Alliance,Druid,3,6,16,67213,18236,0,dps
Warsong gulch,Horde,Death Knight,6,2,59,71140,11555,1,dps
Warsong gulch,Alliance,Mage,7,3,21,54032,19697,0,dps
Warsong gulch,Horde,Hunter,11,3,55,87636,8537,1,dps
Warsong gulch,Alliance,Warrior,1,5,14,57523,16802,0,dps
Warsong gulch,Alliance,Warlock,3,9,18,68136,36597,0,dps
Warsong gulch,Horde,Hunter,2,1,59,55810,3470,1,dps
Warsong gulch,Horde,Paladin,0,0,63,10094,90734,1,heal
Warsong gulch,Alliance,Druid,2,4,17,40406,7704,1,dps
Warsong gulch,Horde,Warlock,4,1,31,41933,11671,0,dps
Warsong gulch,Alliance,Hunter,3,2,23,70607,17802,1,dps
Warsong gulch,Alliance,Priest,0,4,18,1875,72206,1,heal
Warsong gulch,Alliance,Priest,1,2,22,18626,132000,1,heal
Warsong gulch,Horde,Warlock,9,2,42,101000,26322,0,dps
Warsong gulch,Horde,Shaman,0,2,36,5964,85374,0,heal
Warsong gulch,Horde,Hunter,7,4,41,87912,660,0,dps
Warsong gulch,Horde,Death Knight,6,1,36,81925,25180,0,dps
Warsong gulch,Horde,Warrior,11,5,39,78293,21037,0,dps
Warsong gulch,Horde,Shaman,0,1,42,28514,117000,0,heal
Warsong gulch,Alliance,Hunter,1,6,19,79143,11405,1,dps
Warsong gulch,Alliance,Rogue,1,5,21,42030,10436,1,dps
Warsong gulch,Horde,Mage,4,3,32,59822,18359,0,dps
Warsong gulch,Alliance,Warrior,7,7,19,32447,8385,1,dps
Warsong gulch,Horde,Rogue,4,3,39,28167,10817,0,dps
Warsong gulch,Alliance,Warrior,2,5,17,41131,8204,1,dps
Warsong gulch,Horde,Hunter,4,3,31,59075,4520,0,dps
Warsong gulch,Alliance,Paladin,5,6,21,77817,30302,1,dps
Warsong gulch,Alliance,Rogue,3,9,17,61062,10867,1,dps
Eye of the storm,Horde,Priest,2,0,56,35540,67347,1,heal
Eye of the storm,Alliance,Demon Hunter,5,1,13,27259,4234,0,dps
Eye of the storm,Alliance,Hunter,2,0,15,48582,5392,0,dps
Eye of the storm,Horde,Priest,1,0,56,1674,106000,1,heal
Eye of the storm,Horde,Warrior,1,2,36,9826,4626,1,dps
Eye of the storm,Alliance,Rogue,2,4,8,27857,9137,0,dps
Eye of the storm,Horde,Druid,9,2,53,85242,1848,1,dps
Eye of the storm,Alliance,Monk,0,5,12,17784,59506,0,heal
Eye of the storm,Horde,Demon Hunter,1,1,4,8937,2359,1,dps
Eye of the storm,Alliance,Priest,1,0,17,25951,141000,0,heal
Eye of the storm,Alliance,Rogue,3,4,11,46547,5329,0,dps
Eye of the storm,Alliance,Warrior,2,9,10,56473,2510,0,dps
Eye of the storm,Horde,Shaman,5,3,44,45863,21908,1,dps
Eye of the storm,Horde,Shaman,3,1,54,10794,46407,1,heal
Eye of the storm,Alliance,Paladin,1,2,16,17147,13681,0,dps
Eye of the storm,Alliance,Paladin,0,8,12,26178,16534,0,dps
Eye of the storm,Alliance,Paladin,0,5,15,30744,10957,0,dps
Eye of the storm,Horde,Rogue,0,1,39,25085,3507,1,dps
Eye of the storm,Horde,Death Knight,5,2,47,54951,10846,1,dps
Eye of the storm,Alliance,Druid,0,3,8,2490,44501,0,heal
Eye of the storm,Horde,Mage,5,1,55,70075,8733,1,dps
Eye of the storm,Horde,Hunter,0,5,28,7213,2449,1,dps
Eye of the storm,Horde,Hunter,3,1,46,39941,5455,1,dps
Eye of the storm,Horde,Druid,5,0,53,54495,9757,1,dps
Eye of the storm,Alliance,Druid,0,2,12,0,68020,0,heal
Eye of the storm,Horde,Warrior,14,0,53,91140,8135,1,dps
Eye of the storm,Alliance,Demon Hunter,1,5,15,29305,7317,0,dps
Eye of the storm,Horde,Mage,3,2,43,53892,6475,1,dps
Eye of the storm,Alliance,Demon Hunter,1,4,9,36178,4972,0,dps
Eye of the storm,Alliance,Warrior,2,9,8,28963,7506,0,dps
Silvershard mines,Alliance,Hunter,2,5,7,46895,11397,0,dps
Silvershard mines,Horde,Hunter,2,1,42,38863,9133,1,dps
Silvershard mines,Alliance,Demon Hunter,0,6,5,25538,6860,0,dps
Silvershard mines,Alliance,Druid,0,3,8,1959,28827,0,heal
Silvershard mines,Horde,Paladin,5,1,44,48458,12896,1,dps
Silvershard mines,Horde,Monk,4,1,34,56851,18138,1,dps
Silvershard mines,Horde,Shaman,0,2,40,12240,79175,1,heal
Silvershard mines,Alliance,Warlock,1,4,10,50085,16963,0,dps
Silvershard mines,Horde,Shaman,9,0,44,58348,2722,1,dps
Silvershard mines,Horde,Rogue,3,2,41,31422,8496,1,dps
Silvershard mines,Horde,Paladin,10,0,43,54106,7856,1,dps
Silvershard mines,Alliance,Druid,0,0,2,5307,2574,0,dps
Silvershard mines,Alliance,Rogue,1,3,10,27988,4721,0,dps
Silvershard mines,Alliance,Paladin,2,6,6,58911,13210,0,dps
Silvershard mines,Alliance,Monk,0,8,9,1892,49708,0,heal
Silvershard mines,Horde,Warlock,7,1,42,46477,24408,1,dps
Silvershard mines,Horde,Priest,1,1,45,15925,106000,1,heal
Silvershard mines,Alliance,Mage,3,5,7,56131,27128,0,dps
Silvershard mines,Horde,Demon Hunter,3,1,44,36959,8122,1,dps
Silvershard mines,Alliance,Hunter,1,2,10,18723,151,0,dps
Silvershard mines,Horde,Druid,2,2,43,19709,7992,1,dps
Silvershard mines,Horde,Warlock,12,0,51,92666,17003,1,dps
Silvershard mines,Alliance,Demon Hunter,0,4,14,43245,3612,0,dps
Silvershard mines,Horde,Priest,10,1,49,83088,14028,1,dps
Silvershard mines,Horde,Priest,0,0,51,2167,151000,1,heal
Silvershard mines,Horde,Shaman,1,3,48,12784,77834,1,heal
Silvershard mines,Horde,Demon Hunter,9,4,44,55059,13713,1,dps
Silvershard mines,Horde,Demon Hunter,3,1,47,44713,14554,1,dps
Silvershard mines,Alliance,Warrior,3,3,15,48150,12128,0,dps
Silvershard mines,Alliance,Hunter,3,7,14,65217,6619,0,dps
Silvershard mines,Alliance,Rogue,4,2,16,54559,7544,0,dps
Silvershard mines,Alliance,Hunter,0,3,15,15342,5312,0,dps
Silvershard mines,Alliance,Death Knight,1,7,13,74957,19339,0,dps
Silvershard mines,Horde,Warlock,4,1,47,45590,32278,1,dps
Silvershard mines,Alliance,Hunter,2,7,10,51846,10121,0,dps
Silvershard mines,Alliance,Rogue,2,8,10,49315,4998,0,dps
Silvershard mines,Alliance,Shaman,0,8,12,2218,70646,0,heal
Silvershard mines,Alliance,Rogue,2,3,12,27831,2080,0,dps
Silvershard mines,Horde,Warlock,4,4,42,33110,7823,1,dps
Silvershard mines,Horde,Rogue,6,1,48,43390,8537,1,dps
Silvershard mines,Alliance,Hunter,3,5,29,29020,8104,1,dps
Silvershard mines,Alliance,Paladin,0,0,43,1138,135000,1,heal
Silvershard mines,Horde,Druid,2,10,33,24278,11252,0,dps
Silvershard mines,Horde,Warrior,5,7,35,68822,22706,0,dps
Silvershard mines,Alliance,Death Knight,8,4,41,56494,17645,1,dps
Silvershard mines,Alliance,Druid,7,4,40,79975,20534,1,dps
Silvershard mines,Horde,Hunter,3,5,34,41539,4165,0,dps
Silvershard mines,Horde,Mage,4,4,33,65383,11656,0,dps
Silvershard mines,Alliance,Mage,5,5,41,66025,6585,1,dps
Silvershard mines,Horde,Hunter,11,1,40,97757,12008,0,dps
Silvershard mines,Alliance,Warlock,7,7,39,87053,43628,1,dps
Silvershard mines,Horde,Shaman,0,8,30,13526,73232,0,heal
Silvershard mines,Alliance,Mage,3,2,40,48697,10986,1,dps
Silvershard mines,Alliance,Druid,0,3,41,28395,25367,1,dps
Silvershard mines,Horde,Paladin,0,2,41,9906,132000,0,heal
Silvershard mines,Horde,Warrior,14,1,41,129000,31297,0,dps
Silvershard mines,Horde,Druid,0,3,38,18260,9555,0,dps
Silvershard mines,Alliance,Shaman,8,6,42,61452,16292,1,dps
Silvershard mines,Alliance,Death Knight,4,5,38,85475,21917,1,dps
Silvershard mines,Horde,Warlock,2,1,36,27663,14704,0,dps
Silvershard mines,Alliance,Warrior,4,6,10,51579,17744,0,dps
Silvershard mines,Horde,Monk,0,1,48,477,76318,1,heal
